zi,chaizi
抾,"['手', '去']"
抾,"['才', '去']"
坩,"['土', '甘']"
拑,"['手', '甘']"
拑,"['才', '甘']"
拑,"['扌', '甘']"
抴,"['扌', '世']"
抴,"['手', '世']"
抴,"['才', '世']"
邿,"['寺', '邑']"
邿,"['寺', '阝']"
坷,"['土', '可']"
抲,"['才', '可']"
抲,"['扌', '可']"
抲,"['手', '可']"
抦,"['手', '丙']"
抦,"['扌', '丙']"
抦,"['才', '丙']"
坯,"['土', '丕']"
抷,"['扌', '丕']"
抷,"['手', '丕']"
抷,"['才', '丕']"
坧,"['土', '石']"
拓,"['才', '石']"
拓,"['扌', '石']"
拓,"['手', '石']"
抪,"['才', '布']"
抪,"['扌', '布']"
抪,"['手', '布']"
垅,"['土', '龙']"
拢,"['才', '龙']"
拢,"['手', '龙']"
拢,"['扌', '龙']"
坺,"['土', '犮']"
拔,"['才', '犮']"
拔,"['扌', '犮']"
拔,"['手', '犮']"
坪,"['土', '平']"
抨,"['手', '平']"
抨,"['扌', '平']"
抨,"['才', '平']"
拣,"['才', '东', '一']"
拣,"['扌', '东', '一']"
拣,"['手', '东', '一']"
坫,"['土', '占']"
拈,"['手', '占']"
拈,"['扌', '占']"
拈,"['才', '占']"
垆,"['土', '卢']"
坥,"['土', '且']"
坦,"['土', '旦']"
抯,"['手', '且']"
抯,"['扌', '且']"
抯,"['才', '且']"
担,"['扌', '旦']"
担,"['才', '旦']"
担,"['手', '旦']"
坤,"['土', '申']"
抻,"['手', '申']"
抻,"['扌', '申']"
抻,"['才', '申']"
押,"['手', '甲']"
押,"['才', '甲']"
押,"['扌', '甲']"
抽,"['才', '由']"
抽,"['扌', '由']"
抽,"['手', '由']"
坱,"['土', '央']"
抧,"['手', '只']"
抧,"['扌', '只']"
抧,"['才', '只']"
抰,"['才', '央']"
抰,"['扌', '央']"
抰,"['手', '央']"
拀,"['手', '兄']"
拀,"['扌', '兄']"
拀,"['才', '兄']"
郆,"['吉', '阝']"
郆,"['吉', '邑']"
劼,"['吉', '力']"
拐,"['才', '另']"
拐,"['扌', '另']"
拐,"['手', '另']"
抩,"['扌', '冉']"
抩,"['手', '冉']"
抩,"['才', '冉']"
坰,"['土', '冋']"
垇,"['土', '凹']"
垁,"['土', '矢']"
抶,"['手', '失']"
抶,"['扌', '失']"
抶,"['才', '失']"
拃,"['手', '乍']"
拃,"['才', '乍']"
拃,"['扌', '乍']"
拖,"['手', '丿', '一', '也']"
拖,"['才', '丿', '一', '也']"
拖,"['扌', '丿', '一', '也']"
坵,"['土', '丘']"
拞,"['才', '丘']"
拞,"['扌', '丘']"
拞,"['手', '丘']"
坿,"['土', '付']"
拊,"['手', '付']"
拊,"['扌', '付']"
拊,"['才', '付']"
拍,"['才', '白']"
拍,"['扌', '白']"
拍,"['手', '白']"
者,"['土', '丿', '日']"
者,"['老', '日']"
者,"['耂', '日']"
顶,"['丁', '页']"
坼,"['土', '斥']"
拆,"['才', '斥']"
拆,"['扌', '斥']"
拆,"['手', '斥']"
乴,"['折', '乙']"
坬,"['土', '瓜']"
坴,"['土', '八', '土']"
垀,"['土', '乎']"
抮,"['扌', '人', '彡']"
抮,"['手', '人', '彡']"
抮,"['才', '人', '彡']"
夌,"['土', '八', '夂']"
坽,"['土', '令']"
拎,"['手', '令']"
拎,"['才', '令']"
拎,"['扌', '令']"
拥,"['手', '用']"
拥,"['才', '用']"
拥,"['扌', '用']"
坻,"['土', '氐']"
抵,"['才', '氐']"
抵,"['手', '氐']"
抵,"['扌', '氐']"
抵,"['手', '氏', '丶']"
坸,"['土', '句']"
拘,"['手', '句']"
拘,"['才', '句']"
拘,"['扌', '句']"
拠,"['手', '処']"
拠,"['扌', '処']"
拠,"['才', '処']"
势,"['执', '力', '勢']"
势,"['埶', '力', '勢']"
垉,"['土', '包']"
抱,"['手', '包']"
抱,"['扌', '包']"
拄,"['才', '主']"
拄,"['扌', '主']"
拄,"['手', '主']"
垃,"['土', '立']"
拉,"['扌', '立']"
拉,"['手', '立']"
拉,"['才', '立']"
拦,"['扌', '兰']"
拦,"['手', '兰']"
拦,"['才', '兰']"
坢,"['土', '半']"
幸,"['土', '羊']"
幸,"['土', '丷', '干']"
拌,"['扌', '半']"
拌,"['手', '半']"
坾,"['土', '宁']"
拧,"['手', '宁']"
拧,"['才', '宁']"
拧,"['扌', '宁']"
坹,"['土', '穴']"
坨,"['土', '它']"
抭,"['手', '宀', '儿']"
抭,"['扌', '宀', '儿']"
抭,"['才', '宀', '儿']"
拕,"['扌', '它']"
拕,"['手', '它']"
拕,"['才', '它']"
坭,"['土', '尼']"
抳,"['才', '尼']"
抳,"['扌', '尼']"
抳,"['手', '尼']"
抿,"['扌', '民']"
抿,"['手', '民']"
抿,"['才', '民']"
坲,"['土', '弗']"
拂,"['手', '弗']"
拂,"['才', '弗']"
拂,"['扌', '弗']"
拙,"['才', '出']"
拙,"['扌', '出']"
拙,"['手', '出']"
拁,"['手', '加']"
拁,"['扌', '加']"
拁,"['才', '加']"
招,"['手', '召']"
招,"['扌', '召']"
招,"['才', '召']"
坡,"['土', '皮']"
披,"['扌', '皮']"
披,"['才', '皮']"
披,"['手', '皮']"
拨,"['扌', '发']"
拨,"['手', '发']"
拨,"['才', '发']"
择,"['才', '又', '二', '丨']"
择,"['手', '又', '二', '丨']"
择,"['扌', '又', '二', '丨']"
弆,"['去', '廾']"
拚,"['扌', '厶', '廾']"
拚,"['手', '厶', '廾']"
拚,"['才', '厶', '廾']"
坮,"['土', '台']"
抬,"['才', '台']"
抬,"['扌', '台']"
抬,"['手', '台']"
坶,"['土', '母']"
拇,"['扌', '母']"
拇,"['手', '母']"
拇,"['才', '母']"
坳,"['土', '幼']"
拗,"['手', '幼']"
拗,"['才', '幼']"
拗,"['扌', '幼']"
耵,"['耳', '丁']"
刵,"['耳', '刀']"
刵,"['耳', '刂']"
其,"['甘', '一', '八']"
耶,"['耳', '阝']"
耶,"['耳', '邑']"
取,"['耳', '又']"
苿,"['草', '未']"
苿,"['艸', '未']"
苿,"['艹', '未']"
茉,"['草', '末']"
茉,"['艹', '末']"
茉,"['艸', '末']"
苷,"['艹', '甘']"
苷,"['艸', '甘']"
苷,"['草', '甘']"
苦,"['草', '古']"
苦,"['艸', '古']"
苦,"['艹', '古']"
苯,"['艹', '本']"
苯,"['艸', '本']"
苯,"['草', '本']"
昔,"['井', '日']"
苛,"['草', '可']"
苛,"['艸', '可']"
苛,"['艹', '可']"
苪,"['艹', '丙']"
苪,"['草', '丙']"
苪,"['艸', '丙']"
苤,"['草', '丕']"
苤,"['艸', '丕']"
苤,"['艹', '丕']"
若,"['艸', '右']"
若,"['艹', '右']"
若,"['草', '右']"
茂,"['艹', '戊']"
茂,"['艸', '戊']"
茂,"['草', '戊']"
茏,"['草', '龙']"
茏,"['艸', '龙']"
茏,"['艹', '龙']"
茇,"['草', '犮']"
茇,"['艹', '犮']"
茇,"['艸', '犮']"
苹,"['艹', '平']"
苹,"['艸', '平']"
苹,"['草', '平']"
炗,"['廿', '火']"
迣,"['辶', '世']"
迣,"['辵', '世']"
苝,"['艹', '北']"
苝,"['艸', '北']"
苝,"['草', '北']"
苫,"['草', '占']"
苫,"['艸', '占']"
苫,"['艹', '占']"
苜,"['艹', '目']"
苜,"['艸', '目']"
苜,"['草', '目']"
苴,"['草', '且']"
苴,"['艸', '且']"
苴,"['艹', '且']"
苖,"['艹', '由']"
苖,"['草', '由']"
苖,"['艸', '由']"
苗,"['艸', '田']"
苗,"['草', '田']"
苗,"['艹', '田']"
英,"['草', '央']"
英,"['艸', '央']"
英,"['艹', '央']"
苢,"['艹', '尸', '乛', '一']"
苢,"['草', '尸', '乛', '一']"
苢,"['艸', '尸', '乛', '一']"
苒,"['艸', '冉']"
苒,"['草', '冉']"
苒,"['艹', '冉']"
苘,"['草', '冋']"
苘,"['艸', '冋']"
苘,"['艹', '冋']"
苬,"['草', '囚']"
苬,"['艸', '囚']"
苬,"['艹', '囚']"
苼,"['草', '生']"
苼,"['艸', '生']"
苼,"['艹', '生']"
苵,"['艸', '失']"
苵,"['草', '失']"
苵,"['艹', '失']"
苲,"['艸', '乍']"
苲,"['艹', '乍']"
苲,"['草', '乍']"
茊,"['艹', '丘']"
茊,"['艸', '丘']"
茊,"['草', '丘']"
茌,"['艸', '仕']"
茌,"['草', '仕']"
茌,"['艹', '仕']"
苻,"['艹', '付']"
苻,"['艸', '付']"
苻,"['草', '付']"
苮,"['艸', '仙']"
苮,"['草', '仙']"
苮,"['艹', '仙']"
苩,"['艸', '白']"
苩,"['艹', '白']"
苩,"['草', '白']"
苽,"['草', '瓜']"
苽,"['艸', '瓜']"
苽,"['艹', '瓜']"
苶,"['艸', '尒']"
苶,"['艹', '尒']"
苶,"['草', '尒']"
苸,"['草', '乎']"
苸,"['艸', '乎']"
苸,"['艹', '乎']"
苓,"['艹', '令']"
苓,"['草', '令']"
苓,"['艸', '令']"
苚,"['艹', '用']"
苚,"['草', '用']"
苚,"['艸', '用']"
茚,"['草', '印']"
茚,"['艹', '印']"
茚,"['艸', '印']"
茋,"['艸', '氐']"
茋,"['艹', '氐']"
茋,"['草', '氐']"
苟,"['艹', '句']"
苟,"['艸', '句']"
苟,"['草', '句']"
茆,"['艸', '卯']"
茆,"['艹', '卯']"
茆,"['草', '卯']"
苳,"['艹', '冬']"
苳,"['艸', '冬']"
苳,"['草', '冬']"
茑,"['艹', '鸟']"
茑,"['艸', '鸟']"
茑,"['草', '鸟']"
苑,"['艹', '夗']"
苑,"['草', '夗']"
苑,"['艸', '夗']"
苞,"['艹', '包']"
苞,"['艸', '包']"
苞,"['草', '包']"
苙,"['艸', '立']"
苙,"['艹', '立']"
苙,"['草', '立']"
范,"['艹', '氾']"
范,"['艸', '氾']"
范,"['草', '氾']"
茓,"['草', '穴']"
茓,"['艸', '穴']"
茓,"['艹', '穴']"
茔,"['艸', '冖', '土']"
茔,"['草', '冖', '土']"
茔,"['艹', '冖', '土']"
苾,"['艹', '必']"
苾,"['草', '必']"
苾,"['艸', '必']"
茕,"['草', '冖', '卂']"
茕,"['艸', '冖', '卂']"
茕,"['艹', '冖', '卂']"
直,"['十', '目', '丨', '一']"
苨,"['草', '尼']"
苨,"['艸', '尼']"
苨,"['艹', '尼']"
苠,"['艹', '民']"
苠,"['草', '民']"
苠,"['艸', '民']"
苐,"['艹', '弔']"
苐,"['草', '弔']"
苐,"['艸', '弔']"
茀,"['草', '弗']"
茀,"['艸', '弗']"
茀,"['艹', '弗']"
苰,"['草', '弘']"
苰,"['艹', '弘']"
苰,"['艸', '弘']"
茁,"['艹', '出']"
茁,"['艸', '出']"
茁,"['草', '出']"
苕,"['艸', '召']"
苕,"['艹', '召']"
苕,"['草', '召']"
茄,"['草', '加']"
茄,"['艹', '加']"
茄,"['艸', '加']"
茎,"['草', '圣']"
茎,"['艹', '圣']"
茎,"['艸', '圣']"
苔,"['艹', '台']"
苔,"['草', '台']"
苔,"['艸', '台']"
茅,"['草', '矛']"
茅,"['艹', '矛']"
茅,"['艸', '矛']"
苺,"['艹', '母']"
苺,"['草', '母']"
苺,"['艸', '母']"
苭,"['艸', '幼']"
苭,"['草', '幼']"
苭,"['艹', '幼']"
枉,"['木', '王']"
枅,"['木', '开']"
枎,"['木', '夫']"
杬,"['木', '元']"
枟,"['木', '云']"
林,"['木', '木']"
杮,"['木', '巿']"
枝,"['木', '支']"
杯,"['木', '不']"
枢,"['木', '区']"
枥,"['木', '历']"
枙,"['木', '厄']"
柜,"['木', '巨']"
枒,"['木', '牙']"
杶,"['木', '屯']"
枇,"['木', '比']"
枑,"['木', '互']"
杫,"['木', '止']"
杪,"['木', '少']"
杳,"['木', '日']"
枏,"['木', '冄']"
枘,"['木', '内']"
枧,"['木', '见']"
杵,"['木', '午']"
杽,"['木', '手']"
枆,"['木', '毛']"
枡,"['木', '升']"
枖,"['木', '夭']"
枚,"['木', '攴']"
枚,"['木', '攵']"
枨,"['木', '长']"
杹,"['木', '化']"
析,"['木', '斤']"
枛,"['木', '爪']"
板,"['木', '反']"
枍,"['木', '兮']"
枞,"['木', '从']"
枔,"['木', '今']"
枌,"['木', '分']"
松,"['木', '公']"
柉,"['木', '乏']"
枪,"['木', '仓']"
枂,"['木', '月']"
柹,"['木', '丿', '㇉', '丨', '丿']"
杴,"['木', '欠']"
枫,"['木', '风']"
枃,"['木', '匀']"
枬,"['木', '丹']"
枊,"['木', '卬']"
杸,"['木', '殳']"
构,"['木', '勾']"
杭,"['木', '亢']"
枋,"['木', '方']"
枓,"['木', '斗']"
杰,"['木', '灬']"
杰,"['木', '火']"
述,"['辵', '术']"
述,"['辶', '术']"
枕,"['木', '冘']"
杺,"['木', '心']"
杻,"['木', '丑']"
杷,"['木', '巴']"
杼,"['木', '予']"
丧,"['土', '丷', '□']"
刯,"['亘', '刀']"
刯,"['亘', '刂']"
乶,"['甫', '乙']"
或,"['口', '一', '戈']"
画,"['一', '由', '凵']"
叀,"['一', '由', '厶']"
卧,"['臣', '卜']"
臤,"['臣', '又']"
忢,"['五', '心']"
事,"['一', '口', '肀']"
事,"['一', '口', '聿']"
尀,"['叵', '寸']"
刺,"['朿', '刂']"
刺,"['木', '冂', '刀']"
刺,"['木', '冂', '刂']"
刺,"['朿', '刀']"
枣,"['朿', '冫']"
枣,"['朿', '冰']"
雨,"['一', '冂', '丨', '丶', '丶', '丶', '丶']"
卖,"['十', '买']"
厓,"['厂', '圭']"
厔,"['厂', '至']"
矸,"['石', '干']"
矼,"['石', '工']"
矹,"['石', '兀']"
郁,"['有', '邑']"
郁,"['有', '阝']"
矺,"['石', '乇']"
矻,"['石', '乞']"
矽,"['石', '夕']"
矾,"['石', '凡']"
砐,"['石', '及']"
矿,"['石', '广']"
矷,"['石', '子']"
砀,"['石', '弓', '丿', '丿']"
码,"['石', '马']"
靣,"['一', '丶', '回']"
厕,"['厂', '则']"
厒,"['厂', '缶']"
奈,"['大', '示']"
刳,"['夸', '刂']"
刳,"['夸', '刀']"
郀,"['夸', '邑']"
郀,"['夸', '阝']"
奔,"['大', '卉']"
奇,"['大', '可']"
匼,"['匸', '合']"
奄,"['大', '电']"
奋,"['大', '田']"
奃,"['大', '氐']"
奅,"['大', '卯']"
态,"['太', '心']"
瓯,"['区', '瓦']"
欧,"['区', '欠']"
殴,"['区', '殳']"
豖,"['豕', '丶']"
垄,"['土', '龙']"
劽,"['列', '力']"
殀,"['歹', '夭']"
歽,"['歹', '斤']"
歾,"['歹', '勿']"
殁,"['歹', '殳']"
郕,"['成', '邑']"
郕,"['成', '阝']"
刾,"['夹', '刀']"
刾,"['夹', '刂']"
郏,"['夹', '阝']"
郏,"['夹', '邑']"
疌,"['一', '聿', '卜', '人']"
疌,"['一', '肀', '卜', '人']"
妻,"['一', '聿', '女']"
妻,"['一', '肀', '女']"
轰,"['车', '又', '又']"
顷,"['匕', '页']"
转,"['车', '专']"
轭,"['车', '厄']"
斩,"['车', '斤']"
轮,"['车', '仑']"
软,"['车', '欠']"
旾,"['屯', '日']"
枈,"['比', '木']"
兓,"['旡', '旡']"
毞,"['比', '毛']"
炁,"['旡', '火']"
炁,"['旡', '灬']"
到,"['至', '刂']"
到,"['至', '刀']"
郅,"['至', '邑']"
郅,"['至', '阝']"
鸢,"['弋', '鸟']"
瓪,"['瓦', '反']"
非,"['三', '丿', '丨', '三']"
叔,"['上', '小', '又']"
叔,"['尗', '又']"
歧,"['止', '支']"
歫,"['止', '巨']"
歨,"['止', '卜', '人']"
歩,"['止', '少']"
肯,"['止', '月']"
肯,"['止', '肉']"
齿,"['止', '人', '凵']"
些,"['此', '二']"
羋,"['卝', '丨', '干']"
卓,"['卜', '日', '十']"
奌,"['占', '大']"
迠,"['辵', '占']"
迠,"['辶', '占']"
卥,"['卜', '囪']"
肻,"['卜', '肎']"
肻,"['卜', '冖', '月']"
肻,"['卜', '冖', '肉']"
虎,"['虍', '儿']"
虎,"['虎', '儿']"
虏,"['虍', '力']"
虏,"['虎', '力']"
肾,"['丨', '丨', '又', '月']"
肾,"['丨', '丨', '又', '肉']"
贤,"['丨', '丨', '又', '贝']"
尚,"['小', '冂', '口']"
坣,"['丷', '宀', '土']"
坣,"['小', '冖', '土']"
盰,"['目', '干']"
盱,"['目', '于']"
旺,"['日', '王']"
具,"['目', '一', '八']"
昊,"['日', '天']"
昙,"['日', '云']"
呩,"['口', '示']"
味,"['口', '未']"
杲,"['日', '木']"
果,"['日', '木']"
昁,"['日', '巿']"
盵,"['目', '乞']"
昃,"['日', '仄']"
盳,"['目', '亡']"
昛,"['日', '巨']"
旽,"['日', '屯']"
昆,"['日', '比']"
咑,"['口', '打']"
国,"['囗', '玉']"
呿,"['口', '去']"
呭,"['口', '世']"
哎,"['口', '艾']"
咕,"['口', '古']"
呠,"['口', '本']"
畃,"['申', '勺']"
迧,"['辶', '申']"
迧,"['辵', '申']"
冐,"['日', '月']"
冐,"['冂', '二', '月']"
冐,"['曰', '月']"
昌,"['日', '曰']"
昌,"['日', '日']"
昍,"['日', '日']"
呵,"['口', '可']"
咂,"['口', '匝']"
畅,"['申', '弓', '丿', '丿']"
旿,"['日', '午']"
咗,"['口', '左']"
昇,"['日', '升']"
呸,"['口', '不', '一']"
呸,"['口', '丕']"
咘,"['口', '布']"
昕,"['日', '斤']"
昄,"['日', '反']"
昑,"['日', '今']"
昐,"['日', '分']"
昖,"['日', '公']"
明,"['日', '月']"
昒,"['日', '勿']"
易,"['日', '勿']"
咙,"['口', '龙']"
欥,"['日', '欠']"
昀,"['日', '匀']"
昀,"['日', '勻']"
昂,"['日', '卬']"
旻,"['日', '文']"
旼,"['日', '文']"
昗,"['日', '六']"
昉,"['日', '方']"
昘,"['日', '方']"
呯,"['口', '平']"
炅,"['日', '火']"
昈,"['日', '户']"
咔,"['口', '卡']"
畀,"['田', '丌']"
畁,"['由', '丌']"
囸,"['囗', '正']"
呫,"['口', '占']"
甽,"['田', '川']"
畂,"['田', '久']"
虰,"['虫', '丁']"
甿,"['田', '亡']"
虮,"['虫', '几']"
虭,"['虫', '刀']"
迪,"['辶', '由']"
迪,"['辵', '由']"
典,"['曲', '八']"
固,"['囗', '古']"
忠,"['中', '心']"
呾,"['口', '旦']"
咀,"['口', '且']"
呷,"['口', '甲']"
呻,"['口', '申']"
呺,"['口', '号']"
黾,"['口', '电']"
丳,"['串', '丿']"
呮,"['口', '只']"
咉,"['口', '央']"
呪,"['口', '兄']"
咒,"['口', '口', '几']"
呥,"['口', '冉']"
呬,"['口', '四']"
呹,"['口', '失']"
咋,"['口', '乍']"
咊,"['口', '禾']"
咐,"['口', '付']"
咃,"['口', '他']"
呱,"['口', '瓜']"
呼,"['口', '乎']"
呤,"['口', '令']"
呧,"['口', '氐']"
呴,"['口', '句']"
咚,"['口', '冬']"
鸣,"['口', '鸟']"
咆,"['口', '包']"
呟,"['口', '玄']"
咛,"['口', '宁']"
呝,"['口', '戹']"
咇,"['口', '必']"
咏,"['口', '永']"
呞,"['口', '司']"
呢,"['口', '尼']"
呡,"['口', '民']"
咈,"['口', '弗']"
咄,"['口', '出']"
呶,"['口', '奴']"
咖,"['口', '加']"
咍,"['口', '台']"
呣,"['口', '母']"
呦,"['口', '幼']"
咝,"['口', '丝']"
帓,"['巾', '末']"
岵,"['山', '古']"
岢,"['山', '可']"
岸,"['山', '厈']"
岯,"['山', '丕']"
岩,"['山', '石']"
帗,"['巾', '犮']"
岽,"['山', '东']"
帖,"['巾', '占']"
罗,"['罓', '夕']"
罗,"['罒', '夕']"
罗,"['网', '夕']"
岿,"['山', '归']"
岨,"['山', '且']"
岬,"['山', '甲']"
岫,"['山', '由']"
峀,"['山', '田']"
岟,"['山', '央']"
帜,"['巾', '只']"
岲,"['山', '兄']"
帙,"['巾', '失']"
岝,"['山', '乍']"
岞,"['山', '乍']"
岴,"['山', '丘']"
岶,"['山', '白']"
帕,"['巾', '白']"
岭,"['山', '令']"
岺,"['山', '令']"
岻,"['山', '氐']"
岣,"['山', '句']"
峁,"['山', '卯']"
刿,"['岁', '刂']"
刿,"['岁', '刀']"
峂,"['山', '冬']"
岦,"['山', '立']"
岤,"['山', '穴']"
岮,"['山', '它']"
廻,"['廴', '回']"
迥,"['辶', '冋']"
迥,"['辵', '冋']"
岷,"['山', '民']"
剀,"['岂', '刂']"
剀,"['岂', '刀']"
岪,"['山', '弗']"
凯,"['岂', '几']"
岧,"['山', '召']"
岹,"['山', '召']"
岥,"['山', '皮']"
帔,"['巾', '皮']"
峄,"['山', '又', '二', '丨']"
岰,"['山', '幼']"
囷,"['囗', '禾']"
囶,"['囗', '八', '土']"
沓,"['氵', '日']"
沓,"['水', '日']"
沝,"['水', '水']"
败,"['贝', '攴']"
败,"['贝', '攵']"
账,"['贝', '长']"
贩,"['贝', '反']"
贬,"['贝', '乏']"
购,"['贝', '勾']"
贮,"['贝', '宀', '一']"
囹,"['囗', '令']"
沀,"['水', '予']"
图,"['囗', '冬']"
罔,"['冂', '丷', '一', '亡']"
囻,"['囗', '民']"
囼,"['囗', '台']"
钍,"['钅', '土']"
钍,"['金', '土']"
钎,"['金', '千']"
钎,"['钅', '千']"
钏,"['金', '川']"
钏,"['钅', '川']"
钐,"['钅', '彡']"
钐,"['金', '彡']"
钑,"['金', '及']"
钑,"['钅', '及']"
钒,"['金', '凡']"
钒,"['钅', '凡']"
钓,"['金', '勺']"
钓,"['钅', '勺']"
钔,"['钅', '门']"
钔,"['金', '门']"
钕,"['钅', '女']"
钕,"['金', '女']"
钖,"['钅', '弓', '丿', '丿']"
钖,"['金', '弓', '丿', '丿']"
钗,"['钅', '叉']"
钗,"['金', '叉']"
邾,"['朱', '阝']"
邾,"['朱', '邑']"
制,"['丿', '二', '巾', '刀']"
制,"['丿', '二', '巾', '刂']"
缷,"['缶', '卩']"
知,"['矢', '口']"
迭,"['辵', '失']"
迭,"['辶', '失']"
氜,"['气', '日']"
氝,"['气', '內']"
氛,"['气', '分']"
忥,"['气', '心']"
迮,"['辵', '乍']"
迮,"['辶', '乍']"
牫,"['牛', '戈']"
牫,"['牜', '戈']"
垂,"['丿', '二', '土', '丨', '丨']"
牪,"['牛', '牛']"
牦,"['牛', '毛']"
牦,"['牜', '毛']"
牧,"['牛', '攴']"
牧,"['牜', '攵']"
牬,"['牜', '𠂔']"
牬,"['牛', '𠂔']"
牬,"['牜', '丿', '㇉', '丨', '丿']"
牬,"['牛', '丿', '㇉', '丨', '丿']"
物,"['牜', '勿']"
物,"['牛', '勿']"
牨,"['牜', '亢']"
牨,"['牛', '亢']"
牥,"['牛', '方']"
牥,"['牜', '方']"
乖,"['千', '北']"
刮,"['舌', '刀']"
刮,"['舌', '刂']"
舏,"['舌', '丩']"
秆,"['禾', '干']"
和,"['禾', '口']"
秈,"['禾', '山']"
秊,"['禾', '千']"
秅,"['禾', '乇']"
秇,"['禾', '丸']"
季,"['禾', '子']"
秄,"['禾', '子']"
委,"['禾', '女']"
竺,"['竹', '二']"
竻,"['竹', '力']"
秉,"['禾', '聿']"
秉,"['丿', '一', '彐', '丨', '丿', '乀']"
秉,"['禾', '肀']"
迤,"['辶', '丿', '一', '也']"
迤,"['辵', '丿', '一', '也']"
侙,"['人', '式']"
侙,"['亻', '式']"
侀,"['人', '刑']"
侀,"['亻', '刑']"
佳,"['亻', '土', '土']"
佳,"['人', '土', '土']"
佳,"['亻', '圭']"
佳,"['人', '圭']"
侍,"['亻', '寺']"
侍,"['人', '寺']"
佶,"['人', '吉']"
佶,"['亻', '吉']"
岳,"['丘', '山']"
佬,"['人', '老']"
佬,"['亻', '老']"
佴,"['人', '耳']"
佴,"['亻', '耳']"
供,"['亻', '共']"
供,"['人', '共']"
姇,"['付', '女']"
使,"['亻', '吏']"
使,"['人', '吏']"
侢,"['人', '再']"
侢,"['亻', '再']"
佰,"['人', '百']"
佰,"['亻', '百']"
侑,"['亻', '有']"
侑,"['人', '有']"
侟,"['人', '存']"
侟,"['亻', '存']"
侕,"['人', '而']"
侕,"['亻', '而']"
侉,"['人', '夸']"
侉,"['亻', '夸']"
例,"['亻', '列']"
例,"['人', '列']"
侠,"['亻', '夹']"
侠,"['人', '夹']"
臾,"['臼', '人']"
侇,"['亻', '夷']"
侇,"['人', '夷']"
侥,"['人', '尧']"
侥,"['亻', '尧']"
版,"['片', '反']"
侄,"['亻', '至']"
侄,"['人', '至']"
岱,"['代', '山']"
帒,"['代', '巾']"
郔,"['延', '邑']"
郔,"['延', '阝']"
佌,"['人', '此']"
佌,"['亻', '此']"
侦,"['亻', '贞']"
侦,"['人', '贞']"
侊,"['人', '光']"
侊,"['亻', '光']"
侗,"['人', '同']"
侗,"['亻', '同']"
侣,"['人', '吕']"
侣,"['亻', '吕']"
侃,"['人', '口', '川']"
侃,"['亻', '口', '川']"
佪,"['亻', '回']"
佪,"['人', '回']"
侧,"['亻', '则']"
侧,"['人', '则']"
侏,"['人', '朱']"
侏,"['亻', '朱']"
侁,"['人', '先']"
侁,"['亻', '先']"
凭,"['任', '几']"
侹,"['人', '廷']"
侹,"['亻', '廷']"
佸,"['亻', '舌']"
佸,"['人', '舌']"
侨,"['亻', '乔']"
侨,"['人', '乔']"
侐,"['人', '血']"
侐,"['亻', '血']"
侜,"['人', '舟']"
侜,"['亻', '舟']"
佺,"['人', '全']"
佺,"['亻', '全']"
侩,"['亻', '会']"
侩,"['人', '会']"
佮,"['亻', '合']"
佮,"['人', '合']"
佻,"['亻', '兆']"
佻,"['人', '兆']"
佾,"['人', '八', '月']"
佾,"['人', '八', '肉']"
佾,"['亻', '八', '月']"
佾,"['亻', '八', '肉']"
佩,"['亻', '几', '帀']"
佩,"['人', '几', '帀']"
佹,"['人', '危']"
佹,"['亻', '危']"
侚,"['亻', '旬']"
侚,"['人', '旬']"
货,"['化', '贝']"
佭,"['人', '夅']"
佭,"['亻', '夅']"
佫,"['人', '各']"
佫,"['亻', '各']"
佲,"['人', '名']"
佲,"['亻', '名']"
俢,"['亻', '夂', '彡']"
俢,"['人', '夕', '彡']"
侈,"['亻', '多']"
侈,"['人', '多']"
隹,"['人', '主', '一']"
侂,"['人', '广', '乇']"
侂,"['亻', '广', '乇']"
侪,"['人', '齐']"
侪,"['亻', '齐']"
佼,"['人', '交']"
佼,"['亻', '交']"
佽,"['亻', '次']"
佽,"['人', '次']"
依,"['人', '衣']"
依,"['亻', '衣']"
侅,"['亻', '亥']"
侅,"['人', '亥']"
侫,"['人', '忘']"
侫,"['亻', '忘']"
佯,"['人', '羊']"
佯,"['亻', '羊']"
併,"['亻', '并']"
併,"['人', '并']"
侎,"['亻', '米']"
侎,"['人', '米']"
侘,"['亻', '宅']"
侘,"['人', '宅']"
侒,"['亻', '安']"
侒,"['人', '安']"
侬,"['人', '农']"
侬,"['亻', '农']"
侓,"['亻', '聿']"
侓,"['人', '聿']"
郋,"['自', '阝']"
郋,"['自', '邑']"
帛,"['白', '巾']"
卑,"['丶', '田', '丿', '十']"
的,"['白', '勺']"
迫,"['辶', '白']"
迫,"['辵', '白']"
佷,"['人', '艮']"
佷,"['亻', '艮']"
侭,"['亻', '尽']"
侭,"['人', '尽']"
卹,"['血', '卩']"
侞,"['亻', '如']"
侞,"['人', '如']"
侔,"['人', '牟']"
侔,"['亻', '牟']"
质,"['厂', '十', '贝']"
斦,"['斤', '斤']"
欣,"['斤', '欠']"
郈,"['后', '阝']"
郈,"['后', '邑']"
劶,"['后', '力']"
征,"['彳', '正']"
徂,"['彳', '且']"
徃,"['彳', '生']"
彾,"['彳', '令']"
彽,"['彳', '氐']"
往,"['彳', '主']"
爬,"['爪', '巴']"
彿,"['彳', '弗']"
彼,"['彳', '皮']"
径,"['彳', '圣']"
所,"['戸', '斤']"
所,"['户', '斤']"
所,"['戶', '斤']"
