zi,chaizi
陚,"['阝', '武']"
陼,"['阝', '者']"
陼,"['阜', '者']"
陵,"['阝', '夌']"
陵,"['阜', '夌']"
陬,"['阝', '取']"
陬,"['阜', '取']"
娿,"['阿', '女']"
勐,"['孟', '力']"
奘,"['壯', '大']"
陭,"['阜', '奇']"
陭,"['阝', '奇']"
疍,"['疋', '旦']"
牂,"['爿', '羊']"
陫,"['阝', '非']"
陫,"['阜', '非']"
蚩,"['屮', '一', '虫']"
蚩,"['山', '一', '虫']"
蚩,['']
祟,"['出', '示']"
陲,"['阜', '垂']"
陲,"['阝', '垂']"
陮,"['阝', '隹']"
陮,"['阜', '隹']"
陴,"['阝', '卑']"
陴,"['阜', '卑']"
陶,"['阝', '匋']"
陶,"['阜', '匋']"
陷,"['阝', '臽']"
陷,"['阜', '臽']"
陱,"['阝', '匊']"
陱,"['阜', '匊']"
陪,"['阝', '咅']"
陪,"['阜', '咅']"
脀,"['丞', '月']"
脀,"['丞', '肉']"
烝,"['丞', '灬']"
烝,"['丞', '火']"
娡,"['女', '志']"
姬,"['女', '匸', '丨', '口', '丨']"
娔,"['女', '克']"
娕,"['女', '束']"
娪,"['女', '吾']"
娠,"['女', '辰']"
娝,"['女', '否']"
娏,"['女', '尨']"
娋,"['女', '肖']"
娨,"['女', '旱']"
娱,"['女', '吴']"
娌,"['女', '里']"
娉,"['女', '甹']"
娖,"['女', '足']"
娚,"['女', '男']"
娟,"['女', '肙']"
娟,"['女', '口', '月']"
娲,"['女', '呙']"
挐,"['如', '手']"
恕,"['女', '口', '心']"
娥,"['女', '我']"
娒,"['女', '每']"
娦,"['女', '兵']"
娞,"['女', '妥']"
娢,"['女', '含']"
娩,"['女', '免']"
娮,"['女', '言']"
娴,"['女', '闲']"
娧,"['女', '兑']"
娧,"['女', '兌']"
娣,"['女', '弟']"
娘,"['女', '良']"
娓,"['女', '尾']"
婀,"['女', '阿']"
恏,"['好', '心']"
砮,"['奴', '石']"
娭,"['女', '矣']"
哿,"['加', '可']"
皰,"['皮', '包']"
奙,"['厶', '大', '电']"
畚,"['厶', '大', '田']"
翄,"['羽', '支']"
翀,"['羽', '中']"
毣,"['羽', '毛']"
翂,"['羽', '分']"
翆,"['羽', '卆']"
通,"['辶', '甬']"
通,"['辵', '甬']"
能,"['厶', '月', '匕', '匕']"
能,"['厶', '肉', '匕', '匕']"
圅,"['龴', '囗', '丷', '干']"
逘,"['辶', '矣']"
逘,"['辵', '矣']"
难,"['又', '隹']"
逡,"['辶', '夋']"
逡,"['辵', '夋']"
预,"['予', '页']"
矝,"['矛', '令']"
斚,"['厶', '厶', '冖', '斗']"
桑,"['木', '叒']"
桑,"['木', '又', '又', '又']"
剟,"['叕', '刀']"
剟,"['叕', '刂']"
绠,"['纟', '更']"
绠,"['丝', '更']"
骊,"['马', '丽']"
绡,"['纟', '肖']"
绡,"['丝', '肖']"
骋,"['马', '甹']"
骋,"['马', '由', '丂']"
绢,"['丝', '口', '月']"
绢,"['丝', '肙']"
绢,"['纟', '肙']"
绣,"['纟', '秀']"
绣,"['丝', '秀']"
验,"['马', '佥']"
绤,"['丝', '谷']"
绤,"['纟', '谷']"
绥,"['纟', '妥']"
绥,"['丝', '妥']"
绦,"['丝', '条']"
绦,"['纟', '条']"
骍,"['马', '辛']"
继,"['丝', '丨', '一', '米']"
继,"['纟', '丨', '一', '米']"
继,"['纟', '𠃊', '米']"
绨,"['丝', '弟']"
绨,"['纟', '弟']"
骎,"['马', '彐', '冖', '又']"
骏,"['马', '夋']"
郷,"['乡', '艮', '邑']"
郷,"['乡', '艮', '阝']"
邕,"['巛', '邑']"
鸶,"['丝', '鸟']"
彗,"['丰', '丰', '彐']"
剨,"['砉', '刀']"
剨,"['砉', '刂']"
耝,"['耒', '且']"
耜,"['耒', '尸', '乛', '一']"
耞,"['耒', '加']"
耚,"['耒', '皮']"
耛,"['耒', '台']"
焘,"['寿', '火']"
焘,"['寿', '灬']"
邫,"['丰', '邑']"
舂,"['夫', '一', '臼']"
琎,"['玉', '进']"
琎,"['王', '进']"
球,"['王', '求']"
球,"['玉', '求']"
珸,"['玉', '吾']"
珸,"['王', '吾']"
琏,"['玉', '连']"
琏,"['王', '连']"
琐,"['玉', '小', '贝']"
琐,"['王', '小', '贝']"
珵,"['玉', '呈']"
珵,"['王', '呈']"
理,"['玉', '里']"
理,"['王', '里']"
珿,"['王', '足']"
珿,"['玉', '足']"
琄,"['王', '肙']"
琄,"['玉', '肙']"
琌,"['玉', '岑']"
琌,"['王', '岑']"
珴,"['王', '我']"
珴,"['玉', '我']"
琍,"['玉', '利']"
琍,"['王', '利']"
琇,"['王', '秀']"
琇,"['玉', '秀']"
琁,"['玉', '丿', '一', '疋']"
琁,"['王', '丿', '一', '疋']"
珻,"['王', '每']"
珻,"['玉', '每']"
琋,"['王', '希']"
琋,"['玉', '希']"
琈,"['王', '孚']"
琈,"['玉', '孚']"
琀,"['王', '含']"
琀,"['玉', '含']"
麸,"['麦', '夫']"
琂,"['玉', '言']"
琂,"['王', '言']"
珳,"['玉', '彣']"
珳,"['王', '彣']"
琉,"['玉', '亠', '厶', '川']"
琉,"['王', '亠', '厶', '川']"
琉,"['王', '巟']"
琉,"['玉', '㐬']"
琉,"['王', '㐬']"
琷,"['王', '羌']"
琷,"['玉', '羌']"
珶,"['王', '弟']"
珶,"['玉', '弟']"
琓,"['王', '完']"
琓,"['玉', '完']"
琅,"['王', '良']"
琅,"['玉', '良']"
珺,"['玉', '君']"
珺,"['王', '君']"
埲,"['土', '奉']"
捧,"['手', '奉']"
捧,"['才', '奉']"
捧,"['扌', '奉']"
埥,"['土', '青']"
掅,"['扌', '青']"
掅,"['手', '青']"
掅,"['才', '青']"
掭,"['扌', '忝']"
掭,"['手', '忝']"
掭,"['才', '忝']"
瓺,"['镸', '瓦']"
镺,"['镸', '夭']"
堵,"['土', '者']"
堎,"['土', '夌']"
掕,"['扌', '夌']"
掕,"['手', '夌']"
掕,"['才', '夌']"
掑,"['手', '其']"
掑,"['扌', '其']"
掑,"['才', '其']"
揶,"['手', '耶']"
揶,"['扌', '耶']"
揶,"['才', '耶']"
掫,"['手', '取']"
掫,"['才', '取']"
掫,"['扌', '取']"
措,"['扌', '昔']"
措,"['手', '昔']"
措,"['才', '昔']"
掿,"['才', '若']"
掿,"['手', '若']"
掿,"['扌', '若']"
描,"['扌', '苗']"
描,"['手', '苗']"
描,"['才', '苗']"
埴,"['土', '直']"
域,"['土', '或']"
掝,"['扌', '或']"
掝,"['才', '或']"
掝,"['手', '或']"
堐,"['土', '厓']"
捺,"['扌', '奈']"
捺,"['手', '奈']"
捺,"['才', '奈']"
捹,"['扌', '奔']"
捹,"['才', '奔']"
捹,"['手', '奔']"
埼,"['土', '奇']"
掎,"['手', '奇']"
掎,"['扌', '奇']"
掎,"['才', '奇']"
埯,"['土', '奄']"
掩,"['才', '奄']"
掩,"['扌', '奄']"
掩,"['手', '奄']"
捷,"['扌', '疌']"
捷,"['手', '疌']"
捷,"['才', '疌']"
捿,"['手', '妻']"
捿,"['扌', '妻']"
捿,"['才', '妻']"
捯,"['才', '到']"
捯,"['扌', '到']"
捯,"['手', '到']"
排,"['扌', '非']"
排,"['才', '非']"
排,"['手', '非']"
埱,"['土', '叔']"
掓,"['手', '叔']"
掓,"['扌', '叔']"
掓,"['才', '叔']"
焉,"['正', '一', '勹', '灬']"
焉,"['正', '一', '勹', '火']"
掯,"['手', '肯']"
掯,"['扌', '肯']"
掯,"['才', '肯']"
掉,"['扌', '卓']"
掉,"['手', '卓']"
掉,"['才', '卓']"
赻,"['走', '少']"
赾,"['走', '斤']"
赺,"['走', '今']"
赿,"['走', '氐']"
趀,"['走', '丿', '㇉', '丨', '丿']"
赼,"['走', '欠']"
赹,"['走', '匀']"
赽,"['走', '夬']"
掳,"['手', '虏']"
掳,"['才', '虏']"
掳,"['扌', '虏']"
埫,"['土', '尚']"
埧,"['土', '具']"
堁,"['土', '果']"
捰,"['手', '果']"
捰,"['扌', '果']"
捰,"['才', '果']"
掍,"['扌', '昆']"
掍,"['手', '昆']"
掍,"['才', '昆']"
掴,"['手', '国']"
掴,"['扌', '国']"
掴,"['才', '国']"
埸,"['土', '易']"
掦,"['才', '易']"
掦,"['手', '易']"
掦,"['扌', '易']"
掲,"['才', '日', '勹', '匕']"
掲,"['手', '日', '勹', '匕']"
掲,"['扌', '日', '勹', '匕']"
捵,"['手', '典']"
捵,"['扌', '典']"
捵,"['才', '典']"
堌,"['土', '固']"
堓,"['土', '岸']"
埵,"['土', '垂']"
捶,"['手', '垂']"
捶,"['才', '垂']"
捶,"['扌', '垂']"
捼,"['扌', '委']"
捼,"['才', '委']"
捼,"['手', '委']"
逰,"['辵', '手', '丿', '一', '子']"
逰,"['辶', '手', '丿', '一', '子']"
捳,"['手', '岳']"
捳,"['才', '岳']"
捳,"['扌', '岳']"
堄,"['土', '兒']"
掜,"['手', '兒']"
掜,"['扌', '兒']"
掜,"['才', '兒']"
赦,"['赤', '攴']"
赦,"['赤', '攵']"
赥,"['赤', '欠']"
赧,"['赤', '卩', '又']"
堆,"['土', '隹']"
推,"['才', '隹']"
推,"['扌', '隹']"
推,"['手', '隹']"
埤,"['土', '卑']"
捭,"['手', '卑']"
捭,"['扌', '卑']"
捭,"['才', '卑']"
埠,"['土', '阜']"
梊,"['折', '木']"
晢,"['折', '日']"
掀,"['才', '欣']"
掀,"['扌', '欣']"
掀,"['手', '欣']"
烲,"['折', '火']"
焎,"['折', '灬']"
焎,"['折', '火']"
悊,"['折', '心']"
耈,"['老', '句']"
捦,"['才', '金']"
捦,"['手', '金']"
捦,"['扌', '金']"
埶,"['坴', '丸']"
逵,"['辵', '坴']"
逵,"['辶', '坴']"
埰,"['土', '采']"
授,"['才', '受']"
授,"['手', '受']"
授,"['扌', '受']"
埝,"['土', '念']"
捻,"['扌', '念']"
捻,"['手', '念']"
捻,"['才', '念']"
堋,"['土', '朋']"
掤,"['才', '朋']"
掤,"['扌', '朋']"
掤,"['手', '朋']"
捪,"['扌', '昏']"
捪,"['手', '昏']"
捪,"['才', '昏']"
教,"['孝', '攴']"
教,"['孝', '攵']"
堍,"['土', '兔']"
掏,"['扌', '匋']"
掏,"['手', '匋']"
掏,"['才', '匋']"
埳,"['土', '臽']"
掐,"['扌', '臽']"
掐,"['手', '臽']"
掐,"['才', '臽']"
掬,"['手', '匊']"
掬,"['扌', '匊']"
掬,"['才', '匊']"
掬,"['手', '勹', '米']"
鸷,"['执', '鸟']"
掠,"['手', '京']"
掠,"['扌', '京']"
掠,"['才', '京']"
埻,"['土', '享']"
掂,"['才', '店']"
掂,"['扌', '店']"
掂,"['手', '店']"
掖,"['扌', '夜']"
掖,"['才', '夜']"
掖,"['手', '夜']"
捬,"['手', '府']"
捬,"['才', '府']"
捬,"['扌', '府']"
掋,"['手', '底']"
掋,"['才', '底']"
掋,"['扌', '底']"
埣,"['土', '卒']"
捽,"['才', '卒']"
捽,"['扌', '卒']"
捽,"['手', '卒']"
培,"['土', '咅']"
掊,"['手', '咅']"
掊,"['扌', '咅']"
掊,"['才', '咅']"
接,"['才', '妾']"
接,"['扌', '妾']"
接,"['手', '妾']"
堉,"['土', '育']"
掷,"['才', '掷', '郑']"
掷,"['扌', '掷', '郑']"
掷,"['手', '掷', '郑']"
埢,"['土', '卷']"
捲,"['手', '卷']"
捲,"['才', '卷']"
捲,"['扌', '卷']"
掽,"['才', '並']"
掽,"['扌', '並']"
掽,"['手', '並']"
掸,"['扌', '单']"
掸,"['手', '单']"
埮,"['土', '炎']"
掞,"['扌', '炎']"
掞,"['才', '炎']"
掞,"['手', '炎']"
埞,"['土', '定']"
掟,"['才', '定']"
掟,"['扌', '定']"
掟,"['手', '定']"
捾,"['扌', '官']"
捾,"['才', '官']"
捾,"['手', '官']"
埪,"['土', '空']"
控,"['手', '空']"
控,"['扌', '空']"
控,"['才', '空']"
埦,"['土', '宛']"
捥,"['手', '宛']"
捥,"['扌', '宛']"
捥,"['才', '宛']"
壸,"['士', '冖', '亚']"
捩,"['才', '戾']"
捩,"['扌', '戾']"
捩,"['手', '戶', '犬']"
捩,"['手', '戾']"
捩,"['手', '户', '犬']"
掮,"['手', '肩']"
掮,"['扌', '肩']"
掮,"['才', '肩']"
探,"['才', '罙']"
探,"['手', '罙']"
探,"['扌', '罙']"
悫,"['壳', '心']"
揵,"['才', '建']"
揵,"['扌', '建']"
揵,"['手', '建']"
埭,"['土', '隶']"
捸,"['扌', '隶']"
捸,"['手', '隶']"
捸,"['才', '隶']"
埽,"['土', '帚']"
据,"['手', '居']"
据,"['扌', '居']"
据,"['才', '居']"
堀,"['土', '屈']"
掘,"['手', '屈']"
掘,"['扌', '屈']"
掘,"['才', '屈']"
掹,"['手', '孟']"
掹,"['扌', '孟']"
掹,"['才', '孟']"
殸,"['声', '殳']"
掺,"['手', '参']"
掺,"['才', '参']"
掺,"['扌', '参']"
掻,['']
掻,"['才', '又', '虫']"
掻,"['扌', '又', '虫']"
掻,"['手', '又', '虫']"
掇,"['扌', '叕']"
掇,"['才', '叕']"
掇,"['手', '叕']"
掼,"['扌', '贯']"
掼,"['才', '贯']"
掼,"['手', '贯']"
聇,"['耳', '正']"
职,"['耳', '只']"
聃,"['耳', '冉']"
聅,"['耳', '矢']"
菶,"['艸', '奉']"
菶,"['草', '奉']"
菶,"['艹', '奉']"
基,"['其', '土']"
聄,"['耳', '人', '彡']"
聆,"['耳', '令']"
卙,"['甚', '十']"
勘,"['甚', '力']"
聊,"['耳', '卯']"
聍,"['耳', '宁']"
聉,"['耳', '出']"
埾,"['取', '土']"
娶,"['取', '女']"
聈,"['耳', '幼']"
菁,"['艹', '青']"
菁,"['草', '青']"
菁,"['艸', '青']"
甛,"['甘', '舌']"
菾,"['草', '忝']"
菾,"['艹', '忝']"
菾,"['艸', '忝']"
菝,"['艸', '犮']"
菝,"['艹', '犮']"
菝,"['草', '犮']"
菗,"['艹', '抽']"
菗,"['艸', '抽']"
菗,"['草', '抽']"
著,"['艸', '者']"
著,"['艹', '者']"
著,"['草', '者']"
菱,"['艹', '夌']"
菱,"['艸', '夌']"
菱,"['草', '夌']"
菢,"['草', '抱']"
菢,"['艹', '抱']"
菢,"['艸', '抱']"
菈,"['艸', '拉']"
菈,"['艹', '拉']"
菈,"['草', '拉']"
萔,"['草', '招']"
萔,"['艸', '招']"
萔,"['艹', '招']"
萚,"['艹', '择']"
萚,"['草', '择']"
萚,"['艸', '择']"
萁,"['艸', '其']"
萁,"['草', '其']"
萁,"['艹', '其']"
菆,"['草', '取']"
菆,"['艸', '取']"
菆,"['艹', '取']"
菻,"['艸', '林']"
菻,"['艹', '林']"
菻,"['草', '林']"
菥,"['草', '析']"
菥,"['艸', '析']"
菥,"['艹', '析']"
菘,"['艹', '松']"
菘,"['艸', '松']"
菘,"['草', '松']"
蒁,"['艹', '述']"
蒁,"['艸', '述']"
蒁,"['草', '述']"
堇,"['廿', '口', '丰']"
菫,"['艸', '丅', '口', '三']"
菫,"['草', '丅', '口', '三']"
菫,"['艹', '丅', '口', '三']"
靪,"['革', '丁']"
勒,"['革', '力']"
逪,"['辶', '昔']"
逪,"['辵', '昔']"
黄,"['艹', '一', '田', '八']"
莿,"['艹', '刺']"
莿,"['艸', '刺']"
莿,"['草', '刺']"
逽,"['辶', '若']"
逽,"['辵', '若']"
萘,"['艹', '奈']"
萘,"['艸', '奈']"
萘,"['草', '奈']"
莾,"['艸', '奔']"
莾,"['草', '奔']"
莾,"['艹', '奔']"
菴,"['艸', '奄']"
菴,"['草', '奄']"
菴,"['艹', '奄']"
萐,"['艹', '疌']"
萐,"['艸', '疌']"
萐,"['草', '疌']"
萋,"['草', '妻']"
萋,"['艸', '妻']"
萋,"['艹', '妻']"
萅,"['艹', '旾']"
萅,"['艸', '旾']"
萅,"['草', '旾']"
勚,"['贳', '力']"
菿,"['艹', '到']"
菿,"['艸', '到']"
菿,"['草', '到']"
菲,"['草', '非']"
菲,"['艸', '非']"
菲,"['艹', '非']"
菽,"['艸', '叔']"
菽,"['艹', '叔']"
菽,"['草', '叔']"
萀,"['艹', '虎']"
萀,"['艸', '虎']"
萀,"['草', '虎']"
萛,"['艹', '目', '廾']"
萛,"['艸', '目', '廾']"
萛,"['草', '目', '廾']"
菋,"['艸', '味']"
菋,"['艹', '味']"
菋,"['草', '味']"
菒,"['草', '杲']"
菒,"['艸', '杲']"
菒,"['艹', '杲']"
菎,"['艹', '昆']"
菎,"['艸', '昆']"
菎,"['草', '昆']"
菖,"['艸', '昌']"
菖,"['艹', '昌']"
菖,"['草', '昌']"
萌,"['草', '明']"
萌,"['艸', '明']"
萌,"['艹', '明']"
萜,"['艹', '帖']"
萜,"['艸', '帖']"
萜,"['草', '帖']"
萝,"['艸', '罗']"
萝,"['草', '罗']"
萝,"['艹', '罗']"
菌,"['艸', '囷']"
菌,"['草', '囷']"
菌,"['艹', '囷']"
菵,"['草', '罔']"
菵,"['艸', '罔']"
菵,"['艹', '罔']"
菙,"['草', '垂']"
菙,"['艸', '垂']"
菙,"['艹', '垂']"
萂,"['艹', '和']"
萂,"['草', '和']"
萂,"['艸', '和']"
菞,"['艹', '禾', '勹', '丿']"
菞,"['草', '禾', '勹', '丿']"
菞,"['艸', '禾', '勹', '丿']"
萎,"['艸', '委']"
萎,"['草', '委']"
萎,"['艹', '委']"
萸,"['艹', '臾']"
萸,"['艸', '臾']"
萸,"['草', '臾']"
萖,"['艸', '兒']"
萖,"['艹', '兒']"
萖,"['草', '兒']"
萑,"['艸', '隹']"
萑,"['艹', '隹']"
萑,"['草', '隹']"
萆,"['艸', '卑']"
萆,"['草', '卑']"
萆,"['艹', '卑']"
菂,"['艸', '的']"
菂,"['艹', '的']"
菂,"['草', '的']"
菳,"['艸', '金']"
菳,"['草', '金']"
菳,"['艹', '金']"
剳,"['荅', '刂']"
剳,"['荅', '刀']"
菜,"['艹', '采']"
菜,"['艸', '采']"
菜,"['草', '采']"
菍,"['艹', '念']"
菍,"['艸', '念']"
菍,"['草', '念']"
棻,"['芬', '木']"
萠,"['艹', '朋']"
萠,"['草', '朋']"
萠,"['艸', '朋']"
萉,"['艸', '肥']"
萉,"['草', '肥']"
萉,"['艹', '肥']"
菔,"['艹', '服']"
菔,"['艸', '服']"
菔,"['草', '服']"
菟,"['草', '兔']"
菟,"['艸', '兔']"
菟,"['艹', '兔']"
萄,"['艸', '匋']"
萄,"['草', '匋']"
萄,"['艹', '匋']"
萏,"['艹', '臽']"
萏,"['艸', '臽']"
萏,"['草', '臽']"
菊,"['草', '匊']"
菊,"['艸', '匊']"
菊,"['艹', '匊']"
菊,"['草', '勹', '米']"
菧,"['艸', '底']"
菧,"['艹', '底']"
菧,"['草', '底']"
萃,"['艸', '卒']"
萃,"['艹', '卒']"
萃,"['草', '卒']"
萒,"['草', '兖']"
萒,"['艸', '兖']"
萒,"['艹', '兖']"
菮,"['艹', '庚']"
菮,"['草', '庚']"
菮,"['艸', '庚']"
菩,"['草', '咅']"
菩,"['艸', '咅']"
菩,"['艹', '咅']"
菨,"['草', '妾']"
菨,"['艸', '妾']"
菨,"['艹', '妾']"
菤,"['艹', '卷']"
菤,"['艸', '卷']"
菤,"['草', '卷']"
菼,"['草', '炎']"
菼,"['艸', '炎']"
菼,"['艹', '炎']"
菏,"['艹', '河']"
菏,"['艸', '河']"
菏,"['草', '河']"
萍,"['艹', '氵', '平']"
萍,"['艸', '氵', '平']"
萍,"['草', '水', '平']"
菹,"['艹', '沮']"
菹,"['艸', '沮']"
菹,"['草', '沮']"
菬,"['草', '沼']"
菬,"['艹', '沼']"
菬,"['艸', '沼']"
菠,"['艸', '波']"
菠,"['艹', '波']"
菠,"['草', '波']"
菭,"['艹', '治']"
菭,"['艸', '治']"
菭,"['草', '治']"
萗,"['艹', '宗']"
萗,"['草', '宗']"
萗,"['艸', '宗']"
菪,"['艸', '宕']"
菪,"['草', '宕']"
菪,"['艹', '宕']"
萓,"['艹', '宜']"
萓,"['艸', '宜']"
萓,"['草', '宜']"
菅,"['艸', '官']"
菅,"['草', '官']"
菅,"['艹', '官']"
菀,"['艸', '宛']"
菀,"['草', '宛']"
菀,"['艹', '宛']"
蓈,"['艹', '郎']"
蓈,"['艸', '郎']"
蓈,"['草', '郎']"
菺,"['草', '肩']"
菺,"['艸', '肩']"
菺,"['艹', '肩']"
萤,"['艹', '冖', '虫']"
营,"['艹', '冖', '吕']"
萦,"['艹', '冖', '丝']"
萦,"['草', '冖', '丝']"
萧,"['艸', '肃']"
萧,"['艹', '肃']"
萧,"['草', '肃']"
菉,"['艹', '彔']"
菉,"['艸', '彔']"
菉,"['草', '彔']"
菷,"['艹', '帚']"
菷,"['草', '帚']"
菷,"['艸', '帚']"
兞,"['克', '毛']"
兝,"['克', '分']"
菰,"['草', '孤']"
菰,"['艸', '孤']"
菰,"['艹', '孤']"
菡,"['草', '函']"
菡,"['艸', '函']"
菡,"['艹', '函']"
萨,"['草', '阜', '产']"
萨,"['艸', '阜', '产']"
萨,"['艹', '阝', '产']"
菇,"['艹', '姑']"
菇,"['艸', '姑']"
菇,"['草', '姑']"
菑,"['艹', '甾']"
菑,"['草', '甾']"
菑,"['艸', '甾']"
梼,"['木', '寿']"
梇,"['木', '弄']"
械,"['木', '戒']"
梽,"['木', '志']"
埜,"['林', '土']"
彬,"['林', '彡']"
梦,"['木', '木', '夕']"
梵,"['木', '木', '凡']"
椘,"['林', '之']"
婪,"['木', '木', '女']"
婪,"['林', '女']"
梂,"['木', '求']"
桲,"['木', '孛']"
梗,"['木', '更']"
梀,"['木', '束']"
梧,"['木', '吾']"
梪,"['木', '豆']"
梄,"['木', '酉']"
桭,"['木', '辰']"
桺,"['木', '丣']"
桮,"['木', '否']"
梾,"['木', '来']"
梿,"['木', '连']"
梐,"['木', '坒']"
梐,"['木', '比', '土']"
翉,"['本', '羽']"
梢,"['木', '肖']"
桯,"['木', '呈']"
梩,"['木', '里']"
梬,"['木', '甹']"
梱,"['木', '困']"
梋,"['木', '肙']"
梙,"['木', '串']"
梣,"['木', '岑']"
梤,"['木', '山', '分']"
梏,"['木', '牛', '口']"
梏,"['木', '告']"
梸,"['木', '利']"
梅,"['木', '每']"
梹,"['木', '兵']"
梍,"['木', '白', '七']"
梎,"['木', '皂']"
梔,"['木', '巵']"
梌,"['木', '余']"
觋,"['巫', '见']"
桸,"['木', '希']"
检,"['木', '佥']"
桼,"['木', '水']"
桽,"['木', '坐']"
桴,"['木', '孚']"
桵,"['木', '妥']"
梒,"['木', '含']"
桰,"['木', '氏', '口']"
梚,"['木', '免']"
梑,"['木', '狄']"
桷,"['木', '角']"
桻,"['木', '夆']"
梈,"['木', '亨']"
梓,"['木', '辛']"
梳,"['木', '亠', '厶', '川']"
梳,"['木', '巟']"
梳,"['木', '㐬']"
棁,"['木', '兑']"
梯,"['木', '弟']"
桫,"['木', '沙']"
梡,"['木', '完']"
桹,"['木', '良']"
桾,"['木', '君']"
棂,"['木', '灵']"
梫,"['木', '彐', '冖', '又']"
楖,"['木', '即']"
梶,"['木', '尾']"
梮,"['木', '局']"
梞,"['木', '忌']"
蚻,"['札', '虫']"
梕,"['木', '忍']"
桳,"['木', '厶', '大', '十']"
桶,"['木', '甬']"
梭,"['木', '夋']"
救,"['求', '攴']"
救,"['求', '攵']"
啬,"['土', '丷', '回']"
戜,"['戈', '呈']"
旉,"['甫', '方']"
郾,"['匽', '阝']"
郾,"['匽', '邑']"
匮,"['匚', '贵']"
曹,"['卄', '曰', '日']"
曹,"['一', '丨', '丨', '曰', '日']"
敕,"['束', '攵']"
敕,"['束', '攴']"
欶,"['束', '欠']"
副,"['畐', '刂']"
副,"['畐', '刀']"
敔,"['吾', '攵']"
敔,"['吾', '攴']"
豉,"['豆', '支']"
毭,"['豆', '毛']"
票,"['覀', '示']"
票,"['襾', '示']"
票,"['西', '示']"
鄄,"['垔', '邑']"
鄄,"['垔', '阝']"
酝,"['酉', '云']"
酞,"['酉', '太']"
酕,"['酉', '毛']"
酗,"['酉', '凶']"
酚,"['酉', '分']"
酔,"['酉', '卆']"
酘,"['酉', '殳']"
酙,"['酉', '斗']"
酖,"['酉', '冘']"
婯,"['丽', '女']"
殹,"['医', '殳']"
悘,"['医', '心']"
脣,"['辰', '月']"
脣,"['辰', '肉']"
敐,"['辰', '攵']"
敐,"['辰', '攴']"
厢,"['厂', '相', '廂']"
厣,"['厂', '犬', '甲']"
厣,"['厌', '甲']"
戚,"['厂', '上', '小', '戈']"
戚,"['丿', '上', '小', '戈']"
戛,"['一', '自', '戈']"
硏,"['石', '幵']"
硎,"['石', '刑']"
硅,"['石', '圭']"
硈,"['石', '吉']"
硔,"['石', '共']"
硭,"['石', '芒']"
硒,"['石', '西']"
硕,"['石', '页']"
硖,"['石', '夹']"
硗,"['石', '尧']"
硄,"['石', '光']"
硐,"['石', '同']"
硙,"['石', '岂']"
硃,"['石', '朱']"
硚,"['石', '乔']"
硟,"['石', '延']"
硇,"['石', '囟']"
硂,"['石', '全']"
硆,"['石', '合']"
硊,"['石', '危']"
硌,"['石', '各']"
硋,"['石', '亥']"
硑,"['石', '并']"
硉,"['石', '聿']"
硍,"['石', '艮']"
勔,"['面', '力']"
鸸,"['而', '鸟']"
厡,"['厂', '泉']"
瓠,"['夸', '瓜']"
匏,"['夸', '包']"
逩,"['辶', '奔']"
逩,"['辵', '奔']"
奢,"['大', '者']"
匬,"['匚', '俞']"
奛,"['大', '明']"
奞,"['大', '隹']"
盔,"['灰', '皿']"
爽,"['大', '爻', '爻']"
爽,"['大', '乂', '乂', '乂', '乂']"
奟,"['大', '朋']"
奝,"['大', '周']"
厩,"['厂', '既']"
豜,"['豕', '开']"
豘,"['豕', '屯']"
豛,"['豕', '殳']"
豝,"['豕', '巴']"
聋,"['龙', '耳']"
龚,"['龙', '共']"
袭,"['龙', '衣']"
殑,"['歹', '克']"
殏,"['歹', '求']"
殐,"['歹', '束']"
殒,"['歹', '员']"
殓,"['歹', '佥']"
殍,"['歹', '孚']"
盛,"['成', '皿']"
赉,"['来', '贝']"
匾,"['匸', '扁']"
匾,"['匚', '扁']"
雩,"['雨', '亏']"
雫,"['雨', '下']"
雭,"['雨', '及']"
雪,"['雨', '彐']"
辄,"['车', '耴']"
辅,"['车', '甫']"
辆,"['车', '两']"
堑,"['斩', '土']"
勓,"['皆', '力']"
隿,"['弋', '隹']"
奜,"['非', '大']"
婓,"['非', '女']"
鄁,"['背', '邑']"
鄁,"['背', '阝']"
龁,"['齿', '乞']"
祡,"['此', '示']"
砦,"['此', '石']"
眥,"['此', '目']"
逴,"['辶', '卓']"
逴,"['辵', '卓']"
欳,"['卜', '冊', '欠']"
梷,"['占', '又', '木']"
禼,"['卜', '口', '乂', '冂', '厶']"
颅,"['卢', '页']"
虚,"['虍', '业']"
虚,"['虎', '业']"
虘,"['虍', '且']"
虘,"['虎', '且']"
虗,"['虍', '丘']"
虗,"['虎', '丘']"
虖,"['虍', '乎']"
虖,"['虎', '乎']"
彪,"['虎', '彡']"
虙,"['虍', '必']"
虙,"['虎', '必']"
雀,"['少', '隹']"
堂,"['尚', '土']"
常,"['尚', '巾']"
眶,"['目', '匡']"
眭,"['目', '圭']"
眲,"['目', '耳']"
唪,"['口', '奉']"
郹,"['狊', '邑']"
郹,"['狊', '阝']"
眱,"['目', '夷']"
眰,"['目', '至']"
眦,"['目', '此']"
啨,"['口', '青']"
啧,"['口', '责']"
晣,"['日', '折']"
匙,"['是', '匕']"
晡,"['日', '甫']"
晤,"['日', '吾']"
眮,"['目', '同']"
晨,"['日', '辰']"
眽,"['目', '厂', '氏']"
眺,"['目', '兆']"
眴,"['目', '旬']"
眳,"['目', '名']"
眵,"['目', '多']"
