zi,index,ini,fin,tone
牐,11536,zh,a,2
牏,11537,y,u,2
牎,11538,ch,uang,1
牎,11538,x,uan,2
牑,11539,b,ian,1
牑,11539,m,ian,4
牑,11539,t,ai,4
煲,11540,b,ao,1
煲,11540,y,ou,4
僂,11541,l,v,3
僂,11541,l,iu,3
僂,11541,l,ou,2
僈,11542,m,an,2
僈,11542,m,an,4
傫,11543,l,ei,3
催,11544,c,ui,1
傰,11545,b,eng,1
傰,11545,g,u,1
傰,11545,p,eng,2
賃,11546,l,in,4
傷,11547,sh,ang,1
働,11548,d,ong,4
傻,11549,sh,a,3
傯,11550,z,ong,3
傱,11551,sh,uang,3
傱,11551,s,ong,3
僁,11552,s,u,4
僁,11552,x,ie,4
僋,11553,t,an,4
僋,11553,l,an,4
僋,11553,t,an,3
像,11554,x,iang,4
傺,11555,ch,i,4
傭,11556,ch,ong,1
傭,11556,y,ong,1
傭,11556,y,ong,4
傽,11557,zh,ang,1
傹,11558,j,ing,4
皘,11559,q,ian,4
躳,11560,g,ong,1
躲,11561,d,uo,3
躱,11562,d,uo,3
辠,11563,z,ui,1
辠,11563,z,ui,4
鄡,11564,q,iao,1
鄡,11564,l,ian,2
裊,11565,n,iao,3
鳧,11566,g,ui,3
鳧,11566,f,u,2
鄥,11567,q,iao,1
鳨,11568,h,u,1
鳨,11568,l,i,4
鹎,11569,,an,4
鹎,11569,b,ei,1
皗,11570,ch,ou,2
鬾,11571,q,i,2
鬾,11571,j,i,4
鬿,11572,q,i,2
魀,11573,g,a,4
魁,11574,k,uai,4
魁,11574,k,ui,2
魁,11574,k,ui,3
楽,11575,l,e,4
楽,11575,y,ue,4
敫,11576,q,iao,1
敫,11576,j,iao,4
敫,11576,j,iao,3
粵,11577,q,u,2
粵,11577,y,ue,4
奧,11578,,ao,4
奧,11578,x,iong,4
奧,11578,y,u,4
僇,11579,l,iao,2
僇,11579,l,u,4
傪,11580,c,a,1
傪,11580,c,an,1
傪,11580,c,an,4
傪,11580,s,an,3
傪,11580,s,en,1
頎,11581,k,en,3
頎,11581,q,i,2
徰,11582,zh,eng,1
衙,11583,y,u,2
衙,11583,y,u,4
衙,11583,y,a,2
遞,11584,d,i,4
遞,11584,sh,i,4
遞,11584,c,ai,4
遞,11584,d,ai,4
微,11585,j,ue,2
微,11585,w,ei,1
衘,11586,x,ian,2
衘,11586,y,u,4
徭,11587,y,ao,2
徯,11588,d,iao,4
徯,11588,x,i,1
徯,11588,x,i,2
徬,11589,p,ang,2
徬,11589,b,ang,4
徬,11589,d,i,1
愆,11590,q,ian,1
覛,11591,f,u,4
覛,11591,m,i,4
艄,11592,sh,ao,1
艄,11592,sh,ao,4
艃,11593,l,i,2
艃,11593,r,en,4
艁,11594,z,ao,4
艁,11594,h,uang,4
艅,11595,y,e,4
艅,11595,y,u,2
艀,11596,f,u,2
艂,11597,f,eng,2
幋,11598,p,an,2
幋,11598,y,i,2
媻,11599,p,an,2
媻,11599,l,ong,2
艈,11600,y,u,4
艆,11601,l,ang,2
艉,11602,w,ei,3
嵞,11603,j,ie,2
嵞,11603,t,u,2
厁,11604,s,an,1
鈺,11605,n,uo,3
鈺,11605,y,u,4
鉦,11606,zh,eng,1
鉣,11607,j,ie,2
鉗,11608,zh,an,1
鉗,11608,,an,1
鉗,11608,q,ian,2
鉪,11609,d,i,4
銰,11610,,ai,1
銰,11610,b,i,4
鈷,11611,g,u,3
鈷,11611,g,u,4
鈷,11611,h,u,2
鉢,11612,b,o,1
鉢,11612,j,i,3
鉥,11613,x,uan,4
鉥,11613,sh,u,4
鉥,11613,x,u,4
鈳,11614,k,e,1
鉕,11615,g,uo,2
鉕,11615,p,o,1
鉕,11615,p,o,3
鉔,11616,j,ian,4
鉔,11616,z,a,1
鈵,11617,l,an,2
鈵,11617,b,ing,3
鉟,11618,p,i,1
鉐,11619,g,an,4
鉐,11619,sh,i,2
鉐,11619,z,u,2
鈽,11620,b,u,1
鈸,11621,b,o,2
鈸,11621,q,iu,3
鉞,11622,y,ue,4
鉲,11623,k,a,3
鉳,11624,b,ei,3
鉆,11625,ch,an,1
鉆,11625,q,ian,2
鉆,11625,sh,ua,3
鉆,11625,t,ie,1
鉆,11625,z,uan,1
鉏,11626,zh,u,4
鉏,11626,z,u,1
鉏,11626,x,u,2
鉏,11626,ch,u,2
鉏,11626,j,u,3
鉏,11626,ch,a,2
鉬,11627,ch,i,2
鉬,11627,m,u,4
鉬,11627,q,i,2
鉭,11628,t,an,3
鉀,11629,g,e,2
鉀,11629,j,ia,3
鉀,11629,l,an,4
鉮,11630,h,uan,2
鉮,11630,sh,en,1
鉮,11630,sh,en,2
鈾,11631,y,ou,2
鈾,11631,zh,ou,4
鈿,11632,d,ian,4
鈿,11632,t,ian,2
鉂,11633,y,e,4
鉂,11633,sh,i,3
鉙,11634,l,uo,3
鉙,11634,zh,ai,3
鉠,11635,y,ang,1
鈻,11636,c,an,2
鈻,11636,s,i,4
鉎,11637,sh,eng,1
鉃,11638,sh,i,4
鉃,11638,z,u,2
鉄,11639,n,ian,3
鉄,11639,t,ie,3
鉄,11639,zh,i,2
鈼,11640,c,an,3
鈼,11640,z,uo,2
鉌,11641,h,e,2
鉓,11642,ch,i,4
鉇,11643,y,i,2
鉇,11643,sh,i,1
鉜,11644,h,ang,4
鉜,11644,f,u,2
鉑,11645,b,o,2
鈲,11646,g,u,1
鈲,11646,p,i,4
鈲,11646,s,uan,4
鉩,11647,n,ie,4
鉩,11647,x,i,3
鉁,11648,zh,en,1
鉁,11648,zh,en,4
鉁,11648,t,ian,3
鈴,11649,,an,3
鈴,11649,l,ing,2
鉨,11650,n,i,3
鉨,11650,n,ie,3
鉨,11650,x,i,3
鉛,11651,y,an,2
鉛,11651,q,ian,1
鉤,11652,q,u,2
鉤,11652,g,ou,4
鉤,11652,g,ou,1
銏,11653,j,ia,1
銏,11653,sh,an,4
銏,11653,sh,uo,4
鉚,11654,l,iu,3
鉚,11654,m,ao,3
鉖,11655,t,ong,2
鉋,11656,p,ao,2
鉋,11656,c,i,2
鉋,11656,b,ao,4
鉋,11656,b,ao,2
鉒,11657,zh,u,4
鈰,11658,sh,i,4
鉱,11659,d,i,1
鉱,11659,k,uang,4
鉝,11660,g,ui,4
鉝,11660,l,i,4
鉉,11661,x,uan,4
鉡,11662,j,ia,2
鉡,11662,b,an,4
鉈,11663,sh,e,2
鉈,11663,sh,i,1
鉈,11663,t,a,1
鉈,11663,t,uo,2
鉈,11663,y,i,2
鉍,11664,b,i,4
鉍,11664,j,ian,3
鉍,11664,s,e,4
鉰,11665,s,i,1
鉰,11665,,ang,4
鈮,11666,d,iao,4
鈮,11666,n,i,2
鈮,11666,n,i,3
鈱,11667,m,in,2
鈱,11667,m,in,3
鈱,11667,w,o,4
鉘,11668,f,u,2
鈯,11669,y,an,1
鈯,11669,t,u,2
鉊,11670,zh,ao,1
鉫,11671,b,i,4
鉫,11671,j,ia,1
鈹,11672,m,ian,4
鈹,11672,p,i,1
鈹,11672,p,i,2
鈶,11673,c,i,2
鈶,11673,n,an,3
鈶,11673,s,i,4
鈶,11673,t,ai,2
鉧,11674,f,eng,1
鉧,11674,m,u,3
弒,11675,sh,i,4
觎,11676,y,u,2
毹,11677,sh,u,1
毹,11677,y,u,2
歈,11678,y,u,2
歈,11678,h,u,4
愈,11679,y,u,4
僉,11680,q,ian,1
會,11681,h,ui,4
會,11681,k,uai,4
會,11681,k,uo,4
會,11681,x,u,4
覜,11682,m,ao,2
覜,11682,t,iao,4
鳰,11683,r,u,4
谼,11684,h,ong,2
遥,11685,y,ao,2
愛,11686,,ai,4
嗠,11687,l,ao,4
貆,11688,h,uan,1
貆,11688,h,uan,2
貆,11688,sh,ao,1
貊,11689,m,o,4
貊,11689,m,a,2
貊,11689,,an,4
貅,11690,x,iu,1
貈,11691,h,e,2
貈,11691,m,o,4
貈,11691,zh,u,2
貉,11692,d,uo,3
貉,11692,h,ao,2
貉,11692,h,e,2
貉,11692,m,a,4
貉,11692,m,o,4
貉,11692,sh,eng,4
貉,11692,t,uo,3
貄,11693,j,un,4
貄,11693,s,i,4
貇,11694,k,en,3
貇,11694,k,un,1
貇,11694,m,ao,4
亂,11695,l,uan,4
飮,11696,y,in,3
飮,11696,y,in,4
飮,11696,t,u,4
餀,11697,h,ai,4
飷,11698,j,ie,3
飷,11698,zh,u,4
飷,11698,z,ui,1
飵,11699,zh,a,1
飵,11699,z,uo,4
飵,11699,w,an,3
飵,11699,z,e,2
飾,11700,ch,i,4
飾,11700,sh,i,4
飻,11701,,ao,3
飻,11701,t,ie,4
飹,11702,b,ao,3
飹,11702,q,u,1
飽,11703,b,ao,3
飳,11704,t,ou,3
飳,11704,zh,u,4
飳,11704,d,ong,1
飶,11705,b,i,4
飶,11705,m,ing,3
飼,11706,q,iang,1
飼,11706,s,i,4
飿,11707,d,uo,4
飴,11708,y,i,2
飴,11708,q,ie,4
飴,11708,s,i,4
颔,11709,h,an,4
颔,11709,b,an,4
頒,11710,b,an,1
頒,11710,f,en,2
頌,11711,r,ong,2
頌,11711,s,ong,4
腻,11712,n,i,4
腠,11713,c,ou,4
腜,11714,m,ei,3
腜,11714,m,ei,2
腩,11715,n,an,3
腷,11716,b,i,4
腰,11717,y,ao,1
腼,11718,m,ian,3
腝,11719,ch,eng,2
腝,11719,,er,2
腝,11719,n,ao,4
腝,11719,n,en,4
腝,11719,n,i,2
腝,11719,r,uan,3
颕,11720,b,u,4
颕,11720,y,ing,3
腸,11721,ch,ang,2
腢,11722,,ou,3
腽,11723,w,a,4
腥,11724,x,ing,1
腲,11725,w,ei,3
腮,11726,s,ai,1
腭,11727,t,an,2
腭,11727,,e,4
腨,11728,sh,uan,4
腫,11729,zh,ong,3
腹,11730,f,u,4
腶,11731,d,uan,4
膄,11732,sh,ou,4
膄,11732,zh,u,4
腺,11733,x,ian,4
膇,11734,zh,ui,4
膇,11734,ch,a,4
腯,11735,d,un,4
腯,11735,t,u,2
腧,11736,sh,u,4
腧,11736,y,u,2
腳,11737,j,iao,3
腳,11737,j,ue,2
朡,11738,z,ong,1
鹏,11739,b,a,4
鹏,11739,p,eng,2
腤,11740,,an,1
腤,11740,j,i,1
腣,11741,q,iao,2
腣,11741,d,i,4
塍,11742,ch,eng,2
幐,11743,t,eng,2
媵,11744,q,ie,4
媵,11744,sh,eng,4
媵,11744,y,ing,4
腾,11745,t,eng,2
腟,11746,ch,i,4
腪,11747,y,un,4
腪,11747,zh,ai,1
腿,11748,t,ui,3
腵,11749,j,ia,1
腛,11750,w,o,4
腬,11751,r,ou,2
腬,11751,r,ou,4
腞,11752,t,u,2
腞,11752,zh,uan,4
腞,11752,d,un,4
腦,11753,n,ao,3
腦,11753,n,ao,4
詹,11754,d,an,4
詹,11754,zh,an,1
鲄,11755,g,e,3
鲄,11755,h,e,2
鲄,11755,w,ei,4
鲅,11756,b,o,1
鲅,11756,b,a,4
鲅,11756,k,ui,2
鲆,11757,p,ing,2
鲇,11758,n,ian,2
鲈,11759,l,u,2
鲈,11759,m,ei,4
鲈,11759,w,ei,2
鲉,11760,y,ou,2
鲉,11760,m,ei,4
鲊,11761,zh,a,3
鲊,11761,zh,a,4
鲊,11761,h,ao,4
稣,11762,s,u,1
鲋,11763,f,u,4
鲋,11763,h,ang,1
鲌,11764,b,a,4
鲌,11764,b,o,2
鲌,11764,f,ang,1
鲍,11765,n,iu,2
鲍,11765,b,ao,4
鲏,11766,h,ua,4
鲏,11766,p,i,2
鲐,11767,t,ai,2
魝,11768,j,i,4
魝,11768,j,ie,2
魝,11768,w,o,1
魜,11769,r,en,2
魞,11770,b,a,1
魞,11770,b,a,4
魛,11771,j,iao,3
魛,11771,d,ao,1
雊,11772,g,ou,4
勨,11773,x,iang,4
獉,11774,zh,en,1
獓,11775,,ao,2
獓,11775,sh,uai,4
肄,11776,s,i,4
肄,11776,y,i,4
獁,11777,m,a,3
獁,11777,m,a,4
獁,11777,x,ie,4
猿,11778,b,an,3
猿,11778,y,uan,2
獏,11779,m,o,4
獏,11779,m,u,2
颖,11780,m,o,4
颖,11780,y,ing,3
猼,11781,p,o,4
猼,11781,b,o,2
獂,11782,x,iao,2
獂,11782,y,uan,2
獂,11782,h,uan,2
鹐,11783,q,ian,1
鳩,11784,ch,i,1
鳩,11784,j,iu,1
鳩,11784,q,iu,2
鳩,11784,zh,i,4
鳯,11785,f,eng,4
鳯,11785,j,ing,1
颫,11786,m,ou,2
颫,11786,f,u,2
颬,11787,x,ia,1
獆,11788,h,ao,2
獅,11789,sh,i,1
猺,11790,y,ao,2
獊,11791,c,ang,1
飔,11792,s,i,1
獈,11793,y,i,4
飕,11794,s,ou,1
猽,11795,m,ing,2
猽,11795,b,ie,1
觟,11796,h,ua,4
觟,11796,x,ie,4
觥,11797,g,ong,1
觥,11797,x,ie,1
触,11798,ch,u,4
触,11798,p,i,1
觤,11799,g,ui,3
觡,11800,g,e,2
觧,11801,zh,uo,2
觧,11801,x,ie,4
觧,11801,j,ie,3
觧,11801,j,ie,4
解,11802,j,ie,3
解,11802,j,ie,4
解,11802,x,ie,4
猻,11803,s,un,1
猻,11803,s,ong,1
麁,11804,c,u,1
遙,11805,y,ao,2
豋,11806,d,eng,1
詧,11807,ch,a,2
詧,11807,d,ong,1
詧,11807,q,ie,4
遛,11808,l,iu,2
遛,11808,l,iu,4
煞,11809,sh,a,1
煞,11809,sh,a,4
雏,11810,sh,i,4
雏,11810,ch,u,2
馌,11811,s,ang,1
馌,11811,sh,uang,1
馌,11811,y,e,4
馍,11812,m,o,2
馎,11813,b,o,2
馎,11813,f,ei,1
馎,11813,f,ei,3
馏,11814,l,iu,4
馏,11814,l,iu,2
馐,11815,h,uo,1
馐,11815,sh,an,4
馐,11815,x,iu,1
誆,11816,k,uang,1
誄,11817,l,ei,3
誄,11817,y,ing,4
試,11818,g,ou,3
試,11818,sh,i,4
詽,11819,y,an,2
詽,11819,x,ia,4
詿,11820,g,ua,4
詩,11821,m,ao,4
詩,11821,sh,i,1
詰,11822,j,ie,2
詰,11822,z,u,2
誀,11823,ch,i,3
誀,11823,,er,4
詴,11824,w,ei,1
詴,11824,ch,uan,1
誇,11825,q,u,4
誇,11825,k,ua,1
誇,11825,k,ua,4
詼,11826,h,ui,1
誠,11827,ch,eng,2
誈,11828,w,ei,3
誈,11828,w,u,1
訿,11829,z,i,3
詷,11830,d,ong,4
詷,11830,t,ong,2
誅,11831,j,ian,4
誅,11831,zh,u,1
詵,11832,sh,en,1
詵,11832,w,an,3
誔,11833,t,ing,3
話,11834,h,ua,4
誕,11835,d,an,4
誕,11835,l,iu,2
詯,11836,w,an,2
詯,11836,h,ui,4
詬,11837,g,ou,4
詬,11837,h,ou,4
詬,11837,y,u,4
詮,11838,q,uan,2
詥,11839,f,eng,1
詥,11839,g,e,2
詥,11839,h,e,2
誂,11840,d,iao,4
誂,11840,t,iao,3
詤,11841,h,uang,3
詭,11842,g,ui,3
詢,11843,x,un,2
詣,11844,y,i,4
詾,11845,x,iong,1
詺,11846,m,ing,4
詺,11846,m,ing,2
詻,11847,l,ve,4
詻,11847,w,an,3
詻,11847,,e,4
詻,11847,l,uo,4
誃,11848,ch,i,3
誃,11848,ch,i,4
誃,11848,d,uo,4
誃,11848,y,i,2
諍,11849,zh,eng,1
諍,11849,zh,eng,4
詨,11850,x,iao,4
詨,11850,ch,a,3
該,11851,z,i,1
該,11851,g,ai,1
詳,11852,x,iang,2
詳,11852,y,ang,2
誁,11853,b,ing,4
詸,11854,q,uan,1
詸,11854,j,uan,1
詸,11854,m,i,2
詶,11855,zh,ou,4
詶,11855,w,a,1
詶,11855,ch,ou,2
詫,11856,b,ian,1
詫,11856,ch,a,4
詫,11856,d,u,4
詪,11857,ch,an,3
詪,11857,h,en,3
詡,11858,x,u,3
奨,11859,j,iang,3
酱,11860,j,iang,4
裏,11861,l,i,3
鹑,11862,ch,un,2
鹑,11862,h,an,4
裛,11863,ch,ang,2
裛,11863,y,i,4
凗,11864,c,ui,1
凗,11864,j,ia,2
禀,11865,b,ing,3
亶,11866,zh,an,1
亶,11866,d,an,4
亶,11866,d,an,3
亶,11866,ch,an,2
稟,11867,b,ing,3
稟,11867,,e,4
稟,11867,l,in,3
廒,11868,,ao,2
廒,11868,c,u,4
廒,11868,m,i,4
廅,11869,,e,4
廈,11870,sh,a,4
廈,11870,x,ia,4
廇,11871,l,iu,4
廇,11871,x,ian,4
痮,11872,zh,ang,4
瘏,11873,g,ong,1
瘏,11873,t,u,2
瘂,11874,ch,ong,4
瘂,11874,y,a,3
瘂,11874,ch,ong,1
瘔,11875,k,u,4
瘄,11876,c,u,4
痳,11877,l,in,2
痳,11877,l,in,4
痳,11877,m,a,2
痳,11877,x,uan,4
痲,11878,m,a,2
痲,11878,zh,eng,1
痷,11879,,an,1
痷,11879,,e,4
痷,11879,y,e,4
瘃,11880,h,ang,2
瘃,11880,zh,u,2
痱,11881,f,ei,4
痱,11881,sh,u,4
痱,11881,f,ei,2
痱,11881,f,ei,3
痱,11881,y,u,4
痬,11882,y,i,4
痹,11883,b,i,4
痹,11883,x,ian,1
痹,11883,x,in,4
痶,11884,d,ian,3
痶,11884,d,ian,4
痶,11884,g,e,1
痶,11884,t,ian,3
痼,11885,h,ui,1
痼,11885,g,u,4
廓,11886,k,uo,4
瘑,11887,b,ao,4
瘑,11887,g,uo,1
瘑,11887,zh,uo,2
痸,11888,ch,i,4
痸,11888,j,ian,4
痴,11889,ch,i,1
痴,11889,y,ong,3
痵,11890,j,i,4
痿,11891,sh,uai,4
痿,11891,w,ei,3
瘐,11892,t,uo,1
瘐,11892,y,u,3
瘐,11892,y,u,4
痽,11893,d,ui,1
痺,11894,b,i,4
痭,11895,p,eng,2
痭,11895,b,ing,4
痭,11895,b,eng,1
痻,11896,m,in,2
瘁,11897,c,ui,4
瘀,11898,y,u,1
廍,11899,b,u,4
廍,11899,z,i,1
瘅,11900,d,an,1
瘅,11900,d,an,4
痰,11901,t,an,2
痯,11902,g,uan,3
瘆,11903,sh,en,4
廉,11904,h,e,2
廉,11904,l,ian,2
斒,11905,b,an,1
鄘,11906,w,eng,3
鄘,11906,y,ong,1
鹒,11907,g,eng,1
頏,11908,g,ang,1
頏,11908,h,ang,2
頏,11908,h,ang,4
鄜,11909,l,u,4
鄜,11909,s,e,4
鄜,11909,f,u,1
麀,11910,j,i,4
麀,11910,y,ou,1
麂,11911,j,i,3
廌,11912,zh,i,4
廕,11913,y,in,4
資,11914,z,i,4
資,11914,z,i,1
楶,11915,j,ie,2
裔,11916,y,i,4
裔,11916,ch,en,3
靖,11917,c,an,1
靖,11917,j,ing,4
新,11918,x,in,1
竨,11919,d,iao,4
鄣,11920,zh,ang,1
鄣,11920,zh,ang,4
韴,11921,z,a,2
韴,11921,s,an,3
歆,11922,x,in,1
韵,11923,y,un,4
意,11924,sh,ao,1
意,11924,y,i,1
意,11924,y,i,4
剷,11925,ch,an,3
剷,11925,q,i,1
亷,11926,j,i,2
亷,11926,l,ian,2
竩,11927,y,i,4
旓,11928,sh,ao,1
旓,11928,l,u,4
旒,11929,g,uo,1
旒,11929,l,iu,2
賌,11930,g,ai,1
賌,11930,zh,en,4
旕,11931,m,i,2
旕,11931,y,u,2
雍,11932,y,ong,1
阖,11933,h,e,2
阗,11934,t,ian,2
阘,11935,d,a,2
阘,11935,q,uan,2
阘,11935,t,a,4
阙,11936,q,ue,1
阙,11936,q,ue,4
羥,11937,d,u,2
羥,11937,q,ian,1
羥,11937,q,iang,3
羦,11938,h,uan,2
羪,11939,y,ang,g
羪,11939,y,ou,1
羧,11940,h,ong,4
羧,11940,s,uo,1
羧,11940,z,ui,1
義,11941,y,i,4
義,11941,x,un,2
義,11941,y,i,2
義,11941,x,i,1
義,11941,x,uan,4
兿,11942,y,i,4
羨,11943,x,ian,3
羨,11943,x,ian,4
豢,11944,h,uan,4
觠,11945,q,uan,2
誊,11946,t,eng,2
誊,11946,s,ao,1
飬,11947,y,ong,3
飬,11947,y,ang,3
飬,11947,j,uan,4
糀,11948,b,iao,4
糀,11948,h,ua,1
糀,11948,n,ao,3
粳,11949,j,ing,1
粯,11950,b,o,1
粯,11950,x,ian,4
粴,11951,d,ong,1
粴,11951,l,i,3
粰,11952,q,iu,1
粰,11952,f,u,2
粰,11952,ch,u,1
粰,11952,f,u,1
亃,11953,y,ao,1
亃,11953,j,iao,1
亃,11953,l,in,3
亃,11953,l,in,4
亃,11953,x,iao,1
粮,11954,zh,an,3
粮,11954,l,iang,2
数,11955,d,uo,o
数,11955,sh,u,3
数,11955,sh,u,4
数,11955,sh,uo,4
煎,11956,j,ian,1
煎,11956,j,ian,3
煎,11956,j,ian,4
猷,11957,y,ou,2
塑,11958,s,u,4
遡,11959,s,u,4
甆,11960,c,i,2
慈,11961,b,eng,1
慈,11961,c,i,2
兾,11962,j,i,4
煤,11963,m,ei,2
煁,11964,ch,en,2
煂,11965,h,e,4
煠,11966,zh,a,2
煠,11966,y,e,4
煳,11967,h,u,2
煵,11968,n,an,3
煏,11969,b,i,4
煙,11970,y,an,1
煉,11971,l,an,4
煉,11971,l,ian,4
煘,11972,ch,an,2
煘,11972,n,ou,2
煩,11973,f,an,2
煗,11974,n,uan,3
煗,11974,d,ang,3
煃,11975,,ao,1
煃,11975,k,ui,3
煯,11976,j,ie,1
煯,11976,l,i,2
煶,11977,sh,i,4
煬,11978,y,ang,2
煬,11978,y,ang,4
煴,11979,y,un,4
煴,11979,y,un,3
煴,11979,w,en,3
煴,11979,y,un,1
煋,11980,x,ing,1
煋,11980,y,ing,2
煜,11981,y,u,4
煨,11982,w,ei,1
煨,11982,y,u,4
煟,11983,w,ei,4
煰,11984,h,u,4
煰,11984,z,ao,4
煓,11985,t,uan,1
煍,11986,j,iao,3
煍,11986,q,iao,1
煄,11987,zh,ong,3
煅,11988,d,uan,4
煌,11989,h,uang,2
煖,11990,x,uan,1
煖,11990,y,i,4
煖,11990,n,uan,3
煥,11991,h,uan,4
煈,11992,d,iao,4
煈,11992,f,eng,4
煷,11993,h,uo,3
煷,11993,l,iang,g
煪,11994,q,iu,2
煫,11995,s,ui,4
煔,11996,sh,an,3
煔,11996,q,ian,2
煔,11996,sh,an,1
塋,11997,y,ing,2
嵤,11998,r,ong,2
嵤,11998,y,ing,2
嵤,11998,zh,ao,4
煢,11999,q,iong,2
嫈,12000,y,ing,1
嫈,12000,y,ing,2
嫈,12000,x,ing,1
煊,12001,x,uan,1
熍,12002,q,iong,2
煇,12003,h,ui,1
煇,12003,h,un,2
煇,12003,x,uan,4
煇,12003,x,un,1
煇,12003,y,un,4
煸,12004,b,ian,1
煺,12005,t,ui,4
煺,12005,n,ang,4
煆,12006,j,ian,3
煆,12006,x,ia,1
煆,12006,x,ia,4
煒,12007,h,ui,1
煒,12007,w,ei,3
煝,12008,m,ei,4
煣,12009,r,ou,2
煣,12009,r,ou,3
滟,12010,y,an,4
溙,12011,l,i,2
溙,12011,t,ai,4
溱,12012,q,in,2
溱,12012,zh,en,1
溱,12012,z,i,1
滶,12013,,ao,2
溸,12014,l,in,2
溸,12014,l,in,4
溸,12014,s,u,4
溝,12015,n,ing,2
溝,12015,k,ou,4
溝,12015,g,ang,3
溝,12015,g,ou,1
溨,12016,x,iang,4
溨,12016,z,ai,1
溤,12017,m,a,3
溒,12018,y,uan,2
溒,12018,m,ou,4
溘,12019,k,e,4
溘,12019,j,ian,3
溘,12019,k,ai,4
滠,12020,sh,e,4
澕,12021,h,e,2
澕,12021,p,o,4
满,12022,m,an,3
漭,12023,b,o,2
漭,12023,m,ang,3
漠,12024,m,o,4
溍,12025,j,ian,3
溍,12025,j,in,4
滢,12026,y,ing,2
滇,12027,d,ian,1
滇,12027,t,ian,2
滇,12027,zh,en,1
溎,12028,p,ou,2
溎,12028,y,an,4
溎,12028,g,ui,4
溹,12029,s,uo,4
溹,12029,s,e,4
溹,12029,l,iao,2
漣,12030,l,an,2
漣,12030,l,ian,2
溥,12031,p,o,4
溥,12031,f,u,1
溥,12031,p,u,3
溥,12031,b,u,4
溥,12031,b,o,2
溥,12031,d,u,1
滒,12032,g,e,1
滆,12033,g,e,2
溧,12034,j,ia,2
溧,12034,l,i,4
溽,12035,,an,3
溽,12035,r,u,2
溽,12035,r,u,4
滣,12036,ch,un,2
滅,12037,s,a,4
滅,12037,m,ie,4
滙,12038,h,ui,4
源,12039,c,an,2
源,12039,y,uan,2
溼,12040,sh,i,1
滤,12041,l,v,4
滥,12042,l,an,4
裟,12043,sh,a,1
溑,12044,s,uo,3
溑,12044,b,eng,4
塣,12045,j,un,4
塣,12045,zh,eng,4
溡,12046,sh,i,2
溡,12046,zh,ang,3
滭,12047,b,i,4
滉,12048,h,uang,4
溻,12049,s,an,3
溻,12049,t,a,1
溭,12050,z,e,2
溭,12050,sh,an,1
溿,12051,p,an,4
溳,12052,y,i,4
溳,12052,y,un,2
溳,12052,y,un,3
溷,12053,h,un,2
溷,12053,h,un,4
溷,12053,sh,en,1
溰,12054,t,iao,2
溰,12054,t,ao,1
溰,12054,,ai,2
溦,12055,h,an,2
溦,12055,m,ei,2
溦,12055,w,ei,1
溫,12056,l,ang,4
溫,12056,w,en,1
滊,12057,q,i,4
滊,12057,x,ie,1
滊,12057,x,i,4
溗,12058,sh,u,1
溗,12058,ch,eng,2
滗,12059,b,i,4
塰,12060,h,ai,3
滌,12061,d,i,2
滫,12062,x,iu,3
溣,12063,l,un,4
溣,12063,x,iang,4
準,12064,j,u,2
準,12064,zh,un,3
準,12064,zh,uo,2
溴,12065,ch,ou,4
溴,12065,j,i,2
溴,12065,x,iu,4
滜,12066,g,ao,1
滜,12066,h,ao,4
滜,12066,z,e,2
溩,12067,w,u,4
溩,12067,j,i,2
溮,12068,sh,i,1
潃,12069,m,ian,4
潃,12069,x,iu,3
溵,12070,y,in,1
溵,12070,ch,u,4
塗,12071,d,u,4
塗,12071,t,u,2
滏,12072,f,u,3
滛,12073,y,in,2
滔,12074,t,ao,1
溪,12075,q,i,1
溪,12075,sh,u,3
溪,12075,x,i,1
滄,12076,c,ang,1
滃,12077,h,uan,2
滃,12077,w,eng,1
滃,12077,w,eng,3
漨,12078,b,eng,3
漨,12078,f,eng,2
漨,12078,p,eng,2
滐,12079,j,ie,2
滐,12079,zh,ao,4
溜,12080,l,iu,4
溜,12080,l,iu,2
溜,12080,l,ao,2
溜,12080,l,ao,4
溜,12080,l,iu,1
滦,12081,l,uan,2
滖,12082,s,ui,1
滈,12083,h,ao,4
滈,12083,x,ue,4
漷,12084,h,uo,3
漷,12084,h,uo,4
漷,12084,j,i,1
漷,12084,k,uo,4
滧,12085,y,ao,2
漓,12086,l,i,2
漓,12086,q,ian,2
滚,12087,g,un,3
溏,12088,t,ang,2
滝,12089,l,ong,2
滂,12090,p,eng,1
滂,12090,p,ang,1
滀,12091,ch,u,4
滀,12091,t,ai,2
滀,12091,t,i,2
滀,12091,x,u,4
溔,12092,x,iao,2
溔,12092,y,ao,3
溢,12093,j,ie,2
溢,12093,y,i,4
溓,12094,zh,ao,1
溓,12094,x,ian,4
溓,12094,x,ian,2
溓,12094,l,ian,2
溓,12094,l,in,2
溓,12094,l,ian,3
溓,12094,n,ian,2
溯,12095,sh,uo,4
溯,12095,s,u,4
滨,12096,b,in,1
溛,12097,w,a,1
溛,12097,ch,uan,4
溶,12098,j,i,4
溶,12098,r,ong,2
滓,12099,z,i,3
溕,12100,m,eng,2
溟,12101,h,u,2
溟,12101,m,i,4
溟,12101,m,ing,2
溟,12101,m,ing,3
滘,12102,j,iao,4
溺,12103,n,i,4
溺,12103,n,iao,4
溺,12103,r,uo,4
滍,12104,zh,i,4
碆,12105,b,o,1
碆,12105,ch,uang,1
粱,12106,y,ang,1
